kepoi_name,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition
K03486.01,5418.0,159.0,-159.0,4.436,0.133,-0.247,-0.2,0.35,-0.25,0.889,0.245,-0.132,0.788,0.122,-0.061,298.82062,43.909859,14.371,15.015,14.334,14.095,13.962,13.023,12.641,12.513,0.927,19.921379,2.3e-05,43.90987,0.00022,0.14,0.88,0.03,0.81,-1e-05,0.00013,3e-05,0.00012,-0.05,0.63,-0.29,0.58,0.3,0.55,-0.8,0.62,-0.18,0.55,0.83,0.58,CANDIDATE
K07759.01,6263.0,82.0,-75.0,4.024,0.196,-0.084,-0.18,0.15,-0.15,1.726,0.258,-0.387,1.147,0.137,-0.112,292.18057,41.31554,14.918,15.334,14.857,14.739,14.686,13.82,13.557,13.428,0.703,19.478692,2.9e-05,41.31556,0.00033,-0.5,1.2,0.1,1.2,7e-05,0.00012,-1e-05,0.00012,-0.18,0.72,0.51,0.27,0.54,0.43,-0.2,0.68,0.62,0.28,0.65,0.41,CANDIDATE
K03420.02,5821.0,78.0,-78.0,4.127,0.182,-0.098,0.16,0.15,-0.15,1.492,0.241,-0.294,1.088,0.104,-0.083,294.01529,42.824371,15.589,16.077,15.54,15.38,15.335,14.415,14.085,13.982,0.325,19.601032,3.5e-05,42.82411,0.00037,0.5,1.4,-0.9,1.3,-9e-05,0.00033,0.00024,0.00031,-0.84,0.8,0.9,0.53,1.24,0.72,-0.81,0.78,0.75,0.51,1.1,0.69,CANDIDATE
K03421.01,6297.0,69.0,-88.0,4.26,0.095,-0.116,0.14,0.15,-0.15,1.369,0.249,-0.166,1.247,0.091,-0.111,289.91971,40.16853,13.935,14.265,13.872,13.793,13.76,12.952,12.761,12.649,0.1,19.327998,1.8e-05,40.16836,0.0002,0.75,0.73,-0.62,0.71,-0.0001,9.5e-05,7.3e-05,9.2e-05,-0.58,0.48,-1.64,0.68,1.74,0.71,-0.63,0.55,-1.7,0.76,1.82,0.78,CANDIDATE
K07775.01,5115.0,153.0,-138.0,3.819,0.791,-0.339,-0.24,0.3,-0.25,1.924,1.231,-1.231,0.891,0.254,-0.157,289.72791,41.612289,13.64,14.377,13.587,13.324,13.152,12.121,11.611,11.482,0.301,19.315196,2.7e-05,41.61246,0.00028,0.1,1.1,0.6,0.99,-1e-05,0.00039,-0.00027,0.00035,-0.17,0.5,-1.22,0.65,1.24,0.65,-0.09,0.5,-1.42,0.65,1.42,0.65,CANDIDATE
K03422.01,7852.0,447.0,-1044.0,3.159,0.368,-0.092,-0.5,0.3,-0.05,7.162,1.091,-3.273,2.697,0.296,-0.83,297.71487,41.104279,13.201,13.641,13.135,13.012,12.896,12.053,11.711,11.666,0.956,19.847658,1.4e-05,41.10421,0.00012,-0.01,0.58,-0.27,0.45,1e-05,0.00016,2e-05,0.00012,0.96,0.26,-2.21,0.28,2.41,0.28,1.06,0.26,-2.51,0.28,2.73,0.28,CANDIDATE
K07733.01,7673.0,239.0,-319.0,3.679,0.493,-0.058,-0.36,0.25,-0.3,3.214,0.295,-1.67,1.799,0.156,-0.468,290.96094,40.896198,11.86,11.946,11.831,11.841,11.876,11.1,10.995,10.942,0.0,19.397396,1.9e-06,40.896225,5.1e-05,-0.001,0.079,0.09,0.18,-6.1e-05,1.4e-05,0.000168,3e-05,0.147,0.095,-0.304,0.09,0.34,0.1,0.095,0.091,-0.065,0.089,0.115,0.099,CANDIDATE
K03495.01,5808.0,78.0,-78.0,4.326,0.11,-0.11,0.16,0.15,-0.15,1.159,0.185,-0.151,1.038,0.073,-0.066,295.55374,46.02911,15.135,15.644,15.093,14.917,14.831,13.902,13.506,13.42,0.478,19.703612,4.2e-05,46.02933,0.0005,1.1,1.6,0.8,1.8,-0.00013,0.0002,-0.0001,0.00022,-0.43,0.68,-0.74,0.72,0.85,0.76,-0.36,0.6,-0.6,0.81,0.7,0.82,CANDIDATE
K01562.02,5997.0,189.0,-231.0,4.522,0.05,-0.2,-0.22,0.3,-0.3,0.904,0.264,-0.088,0.991,0.118,-0.131,299.556,40.456551,15.59,16.112,15.546,15.366,15.252,14.337,13.992,13.948,0.147,19.970403,2.5e-05,40.45668,0.00035,0.2,1.0,0.5,1.3,0.00035,0.00042,0.00046,0.00053,-0.04,0.25,-0.3,1.1,0.3,1.1,-0.04,0.31,-0.09,0.75,0.1,0.69,CANDIDATE
K07776.01,4378.0,131.0,-131.0,4.64,0.052,-0.024,-0.34,0.3,-0.3,0.614,0.045,-0.056,0.601,0.07,-0.047,289.28772,41.799938,15.671,16.743,15.568,15.212,14.885,13.729,13.121,13.011,0.006,19.285894,3.7e-05,41.7994,0.00031,1.9,1.5,-1.9,1.1,-0.0027,0.0023,0.0023,0.002,-1.14,0.16,-1.31,0.15,1.73,0.15,-1.17,0.16,-1.71,0.15,2.07,0.15,CANDIDATE
K03426.01,6158.0,184.0,-203.0,4.397,0.108,-0.186,-0.44,0.3,-0.3,1.013,0.292,-0.157,0.934,0.128,-0.107,298.00089,41.196991,14.324,14.765,14.292,14.135,14.054,13.174,12.861,12.882,0.999,19.866729,2.8e-05,41.19697,0.00028,0.1,1.1,-0.1,1.0,0.0,0.00028,1e-05,0.00025,1.27,0.47,0.31,0.72,1.31,0.58,1.35,0.51,0.35,0.8,1.39,0.65,CANDIDATE
K03495.02,5808.0,78.0,-78.0,4.326,0.11,-0.11,0.16,0.15,-0.15,1.159,0.185,-0.151,1.038,0.073,-0.066,295.55374,46.02911,15.135,15.644,15.093,14.917,14.831,13.902,13.506,13.42,0.0,19.703619,4.5e-05,46.03025,0.00052,1.4,1.7,4.1,1.9,-0.00013,0.00016,-0.00038,0.00018,0.36,0.63,-1.7,1.4,1.7,1.4,0.45,0.56,-1.5,1.5,1.6,1.5,CANDIDATE
K03496.02,6602.0,181.0,-250.0,4.108,0.22,-0.18,-0.12,0.25,-0.3,1.685,0.494,-0.444,1.333,0.193,-0.236,288.4212,43.179794,13.932,14.291,13.87,13.778,13.7266,12.713,12.544,12.471,0.183,19.228058,1.9e-05,43.1797,0.00022,-0.86,0.74,-0.33,0.8,6.3e-05,5.1e-05,1.8e-05,5.5e-05,0.44,0.76,0.58,0.52,0.73,0.62,0.43,0.76,0.47,0.52,0.64,0.64,CANDIDATE
K07744.01,6193.0,194.0,-259.0,4.434,0.056,-0.224,0.0,0.25,-0.3,1.067,0.366,-0.122,1.127,0.148,-0.164,292.13049,41.165749,15.171,15.626,15.117,14.976,14.904,14.009,13.729,13.63,0.003,19.475359,4.2e-05,41.16654,0.00046,-0.3,1.7,2.8,1.6,1e-05,0.00031,-0.00053,0.0003,0.1,1.5,-0.6,1.7,0.6,1.6,-0.1,1.3,-0.7,1.7,0.7,1.8,CANDIDATE
K03354.01,5718.0,172.0,-189.0,4.479,0.078,-0.182,-0.2,0.3,-0.3,0.9,0.244,-0.105,0.89,0.11,-0.09,297.37747,46.661652,15.089,15.629,15.033,14.858,14.765,13.704,13.326,13.227,0.082,19.825108,2.8e-05,46.66166,0.00022,-2.1,1.0,0.02,0.8,-0.00016,0.0002,0.00015,0.00015,5.8,1.1,-1.82,0.77,6.1,1.3,0.73,0.99,0.16,0.67,0.75,0.83,CANDIDATE
K03355.01,6187.0,197.0,-241.0,4.432,0.072,-0.203,-0.24,0.25,-0.3,1.013,0.326,-0.14,1.007,0.16,-0.12,293.13409,45.626869,15.11,15.535,15.047,14.927,14.837,13.932,13.605,13.523,0.005,19.542248,1.6e-05,45.62714,0.00018,-0.95,0.59,0.99,0.65,-0.00024,0.00013,0.00019,0.00015,3.69,0.66,-4.36,0.61,5.71,0.78,0.26,0.46,0.46,0.46,0.53,0.46,CANDIDATE
K07762.01,5914.0,184.0,-205.0,4.483,0.054,-0.216,-0.06,0.25,-0.3,0.955,0.297,-0.099,1.011,0.127,-0.127,285.23715,41.497532,15.33,15.848,15.286,15.109,15.042,14.128,13.803,13.657,0.001,19.015899,4.1e-05,41.49772,0.00044,3.6,1.7,0.7,1.6,-0.00082,0.00034,-3e-05,0.00032,0.6,0.55,-0.84,0.62,1.03,0.6,0.7,0.56,-0.67,0.61,0.97,0.59,CANDIDATE
K03429.01,5596.0,83.0,-75.0,4.298,0.143,-0.104,0.14,0.15,-0.15,1.145,0.178,-0.178,0.95,0.07,-0.052,296.19614,45.634331,15.364,15.926,15.324,15.123,15.058,14.134,13.756,13.699,0.004,19.746352,4e-05,45.63501,0.00043,-2.2,1.5,2.4,1.5,0.00048,0.00032,-0.00047,0.00033,1.34,0.9,0.6,0.88,1.46,0.9,1.36,0.9,0.64,0.9,1.5,0.9,CANDIDATE
K03500.02,6056.0,81.0,-81.0,3.797,0.285,-0.095,0.14,0.15,-0.1,2.481,0.343,-0.859,1.408,0.151,-0.226,296.35461,41.33556,13.214,13.624,13.169,13.038,12.998,12.161,11.87,11.826,0.019,19.756957,2.7e-05,41.33603,0.00031,-0.7,1.1,1.7,1.1,2.3e-05,3.6e-05,-4.9e-05,3.7e-05,0.3,1.1,-0.83,0.53,0.88,0.59,0.4,1.3,-0.78,0.55,0.86,0.81,CANDIDATE
K03358.01,5530.0,149.0,-149.0,4.541,0.05,-0.15,-0.14,0.3,-0.3,0.831,0.187,-0.08,0.876,0.092,-0.092,291.88907,39.361771,14.031,14.59,13.966,13.792,13.691,12.727,12.32,12.295,0.882,19.4592743,5e-06,39.361774,6.3e-05,0.1,0.21,0.01,0.23,6e-05,0.00027,-5e-05,0.00031,-0.07,0.1,0.12,0.11,0.14,0.11,0.182,0.099,0.03,0.11,0.184,0.099,CANDIDATE
K03430.01,5271.0,141.0,-157.0,4.669,0.028,-0.083,-0.66,0.3,-0.3,0.648,0.085,-0.042,0.718,0.063,-0.063,296.38269,43.386589,15.712,16.354,15.673,15.438,15.296,14.328,13.926,13.817,0.0,19.75892,3.8e-05,43.38534,0.00041,2.9,1.5,-4.5,1.5,-0.00052,0.00027,0.00079,0.00027,1.3,0.62,-0.96,1.0,1.62,0.83,1.31,0.65,-1.07,0.93,1.7,0.81,CANDIDATE
K03431.01,6003.0,161.0,-179.0,4.507,0.048,-0.192,-0.14,0.3,-0.3,0.932,0.265,-0.088,1.019,0.118,-0.131,285.22256,45.70874,13.874,14.29,13.811,13.696,13.65,12.793,12.471,12.39,0.0,19.014833,1.8e-05,45.70857,0.00012,-0.2,0.68,-0.63,0.44,0.00024,0.00021,0.00027,0.00013,1.47,0.4,0.58,0.18,1.58,0.37,2.06,0.66,1.06,0.24,2.32,0.67,CANDIDATE
K03433.01,5252.0,174.0,-158.0,4.428,0.143,-0.287,0.1,0.25,-0.25,0.922,0.276,-0.127,0.83,0.098,-0.066,282.34613,42.60891,15.417,16.135,15.354,15.109,15.001,13.945,13.527,13.344,0.919,18.823063,9.2e-06,42.60893,0.00011,-0.47,0.37,0.07,0.38,0.0001,0.0025,-0.0003,0.0032,-0.2,0.18,-0.06,0.17,0.21,0.18,-0.24,0.2,0.03,0.19,0.24,0.21,CANDIDATE
K03823.01,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.16,0.15,-0.15,0.917,0.115,-0.053,0.964,0.044,-0.059,286.77145,39.983822,13.922,14.399,13.864,13.718,13.653,12.769,12.446,12.382,0.206,19.1180941,3.6e-06,39.983835,4.4e-05,-0.08,0.15,0.05,0.16,-0.0003,0.00057,-0.00028,0.00067,-0.015,0.093,0.0,0.15,0.015,0.093,-0.134,0.086,0.01,0.15,0.134,0.087,CANDIDATE
K03749.01,3324.0,66.0,-73.0,5.006,0.075,-0.083,0.08,0.15,-0.15,0.268,0.063,-0.056,0.267,0.072,-0.064,285.00772,49.503979,16.415,18.226,16.786,15.638,15.075,13.726,13.068,12.972,0.0,19.0005127,2.4e-06,49.503916,2.2e-05,-0.047,0.084,-0.231,0.078,0.0,0.11,0.01,0.17,0.08,0.072,-0.098,0.074,0.126,0.073,-0.219,0.072,-0.028,0.074,0.221,0.072,CANDIDATE
K02093.02,5096.0,77.0,-46.0,2.435,0.117,-0.143,-1.52,0.15,-0.15,8.769,3.319,-1.106,0.763,0.367,-0.015,292.95416,41.934799,15.357,15.737,15.314,15.194,15.136,14.305,13.936,13.997,0.012,19.530327,1.3e-05,41.93462,0.00013,1.97,0.54,-0.64,0.46,-3.1e-05,9.9e-05,-0.000131,8.6e-05,-1.49,0.76,1.56,0.6,2.16,0.69,0.79,0.73,-0.07,0.57,0.79,0.74,CANDIDATE
K02018.02,5657.0,169.0,-169.0,4.401,0.167,-0.204,-0.48,0.3,-0.3,0.911,0.262,-0.161,0.762,0.124,-0.044,299.526,46.899261,14.55,15.113,14.518,14.309,14.21,13.242,12.895,12.827,0.085,19.968434,3.4e-05,46.89887,0.00034,1.3,1.3,-1.4,1.2,-0.00018,0.00022,0.00025,0.00021,0.22,0.72,-0.17,0.98,0.28,0.89,0.24,0.82,-0.12,0.97,0.27,0.93,CANDIDATE
K03909.01,6121.0,82.0,-82.0,4.163,0.154,-0.126,0.16,0.15,-0.15,1.536,0.281,-0.281,1.257,0.095,-0.131,293.8183,41.21146,14.948,15.329,14.915,14.784,14.732,13.883,13.608,13.596,0.885,19.587885,1.1e-05,41.21148,0.00012,-0.04,0.46,0.07,0.44,-0.00013,0.00042,3e-05,0.00041,-0.33,0.86,-0.73,0.9,0.8,0.89,-0.36,0.8,-0.72,0.91,0.81,0.89,CANDIDATE
K07793.01,3799.0,68.0,-68.0,4.738,0.036,-0.021,-0.1,0.1,-0.1,0.51,0.025,-0.034,0.518,0.03,-0.03,291.85205,42.343361,15.846,17.291,15.932,15.226,14.85,13.55,12.891,12.746,0.118,19.456791,4.1e-05,42.34376,0.00038,-0.5,1.7,1.5,1.4,3e-05,0.00013,-0.00013,0.00011,0.06,0.64,-0.68,0.63,0.68,0.63,-0.1,0.65,-0.99,0.63,0.99,0.63,CANDIDATE
K03761.01,5001.0,191.0,-174.0,4.603,0.066,-0.048,-0.58,0.35,-0.3,0.664,0.07,-0.064,0.645,0.083,-0.036,294.89749,44.21579,15.473,16.201,15.475,15.161,14.971,13.867,13.312,13.212,0.0,19.659876,1.6e-06,44.2159276,5.8e-06,1.705,0.061,0.495,0.021,0.036,0.095,0.0,0.13,-2.6,0.33,-1.195,0.094,2.86,0.3,-0.17,0.14,-0.058,0.076,0.17,0.13,CANDIDATE
K03913.01,6263.0,169.0,-225.0,4.46,0.065,-0.208,-0.22,0.25,-0.3,1.009,0.299,-0.128,1.068,0.144,-0.144,294.61252,47.343262,14.972,15.371,14.914,14.8,14.747,13.86,13.517,13.462,0.268,19.6408353,6.9e-06,47.34318,7.7e-05,0.05,0.25,-0.29,0.28,-7.4e-05,8.2e-05,5.6e-05,9e-05,-0.043,0.084,-0.384,0.091,0.386,0.093,-0.092,0.091,-0.457,0.089,0.466,0.093,CANDIDATE
K02093.03,5096.0,77.0,-46.0,2.435,0.117,-0.143,-1.52,0.15,-0.15,8.769,3.319,-1.106,0.763,0.367,-0.015,292.95416,41.934799,15.357,15.737,15.314,15.194,15.136,14.305,13.936,13.997,0.183,19.530301,1.7e-05,41.93445,0.00016,0.91,0.68,-1.26,0.59,0.000106,8e-05,-1.1e-05,7e-05,-1.22,0.8,2.74,0.48,3.0,0.54,0.1,0.95,0.46,0.62,0.47,0.71,CANDIDATE
K03689.01,6452.0,181.0,-250.0,4.241,0.17,-0.187,-0.28,0.25,-0.3,1.305,0.395,-0.263,1.079,0.177,-0.129,285.9718,42.545712,14.014,14.368,13.982,13.862,13.871,12.971,12.694,12.627,0.169,19.06479086,7.3e-07,42.545706,8.8e-06,0.193,0.029,-0.014,0.032,-0.00032,0.00066,-0.00018,0.00087,-0.016,0.067,0.014,0.067,0.021,0.067,-0.023,0.067,-0.081,0.067,0.084,0.067,CANDIDATE
K02055.04,5741.0,155.0,-150.0,4.556,0.032,-0.281,-0.24,0.3,-0.26,0.833,0.34,-0.068,0.91,0.097,-0.095,294.15271,38.23304,14.523,15.04,14.476,14.301,14.225,13.332,12.957,12.924,0.144,19.5955794,4.9399999999999995e-05,38.768416,0.000572,2.5599999999999996,2.08,0.6,2.08,-0.000714,0.000702,-0.00046999999999999993,0.000728,0.7839999999999999,1.176,2.466,1.16,3.1620000000000004,1.318,0.23199999999999993,1.016,0.726,0.8719999999999999,1.764,0.9200000000000002,CANDIDATE
K07795.01,5519.0,165.0,-149.0,4.59,0.043,-0.128,-0.34,0.3,-0.3,0.762,0.154,-0.066,0.827,0.09,-0.082,297.8728,42.303291,14.81,15.4,14.774,14.557,14.463,13.506,13.143,13.074,0.004,19.858189,3.2e-05,42.30387,0.00035,0.1,1.3,2.1,1.2,-2e-05,0.00018,-0.00031,0.00018,-0.03,0.59,0.14,0.6,0.14,0.57,-0.04,0.72,0.1,0.6,0.11,0.53,CANDIDATE
K03767.01,5159.0,179.0,-179.0,4.508,0.102,-0.085,-0.16,0.3,-0.3,0.8,0.096,-0.096,0.752,0.106,-0.057,299.08057,44.29501,17.376,16.4724,17.327,17.011,16.628,15.654,15.166,14.894,0.0,19.93862635,1.7e-07,44.2941886,1.7e-06,-3.0011,0.0068,-2.9571,0.006,-0.008,0.024,-0.007,0.034,2.478,0.86,-0.674,0.6479999999999999,3.8340000000000005,0.8699999999999999,0.03,0.068,0.116,0.068,0.12,0.069,CANDIDATE
K03770.01,6366.0,177.0,-243.0,4.352,0.073,-0.218,0.16,0.2,-0.35,1.236,0.417,-0.179,1.257,0.182,-0.182,290.93671,40.12492,14.103,14.516,14.062,13.925,13.902,13.132,12.885,12.835,0.0,19.3957931,1.9e-06,40.125002,1.9e-05,0.542,0.077,0.295,0.069,-0.00105,0.00031,-0.00153,0.00033,0.381,0.069,0.789,0.069,0.876,0.069,0.377,0.069,0.801,0.069,0.886,0.069,CANDIDATE
K03777.01,8992.0,289.0,-434.0,3.535,0.56,-0.029,0.07,0.25,-0.6,4.832,0.469,-2.814,2.922,0.242,-0.968,295.86945,39.15881,11.5,11.49,11.503,11.582,11.608,10.961,10.881,10.857,0.0,19.7246231,1.9e-06,39.15835,2.1e-05,-0.258,0.078,-1.658,0.074,5e-05,0.00014,0.00148,0.00017,-0.048,0.086,-0.77,0.17,0.77,0.17,-0.119,0.083,-0.76,0.19,0.76,0.18,CANDIDATE
K02059.02,4997.0,100.0,-100.0,4.598,0.018,-0.053,0.0,0.15,-0.15,0.746,0.049,-0.03,0.806,0.035,-0.051,287.59009,51.06057,12.906,13.717,12.881,12.558,12.39,11.305,10.791,10.664,0.0954,19.172712,3.8e-05,51.06024,0.00046,1.3,1.3,-1.2,1.7,4.52e-05,0.00012619999999999998,4.7e-05,5.3e-05,0.37,0.65,-0.68,0.48,0.77,0.64,0.57,0.72,-0.44,0.54,0.71,0.78,CANDIDATE
K07796.01,6269.0,174.0,-218.0,4.412,0.07,-0.21,-0.08,0.25,-0.3,1.085,0.361,-0.12,1.106,0.171,-0.14,298.72821,42.372631,14.46,14.888,14.409,14.276,14.194,13.354,13.073,13.006,0.168,19.915194,3.1e-05,42.37286,0.00031,-0.8,1.2,0.8,1.1,5.6e-05,9.6e-05,-7.7e-05,8.8e-05,0.49,0.48,-0.09,0.58,0.5,0.49,0.55,0.49,-0.28,0.58,0.62,0.51,CANDIDATE
K02029.04,5208.0,103.0,-103.0,4.563,0.036,-0.052,-0.14,0.15,-0.15,0.772,0.055,-0.041,0.796,0.046,-0.046,299.89651,46.051971,12.957,13.57,12.898,12.694,12.613,11.61,11.178,11.132,0.0304,19.99306,3.3e-05,46.05207,0.00029,-1.5,1.2,0.4,1.1,0.000126,8.5e-05,4.800000000000003e-06,0.00013680000000000002,0.6,0.58,0.31,0.59,0.67,0.7,0.79,0.59,0.16,0.69,0.81,0.67,CANDIDATE
K03787.01,5606.0,112.0,-101.0,4.478,0.056,-0.112,0.0,0.15,-0.15,0.918,0.123,-0.066,0.924,0.057,-0.057,288.43912,43.505249,13.891,14.35,13.837,13.694,13.63,12.757,12.425,12.363,0.089,19.2292783,2.1e-06,43.5053,2.5e-05,0.141,0.084,0.18,0.091,-0.0008,0.0016,-0.0005,0.0021,-0.014,0.076,0.052,0.07,0.054,0.072,-0.002,0.074,0.165,0.08,0.165,0.08,CANDIDATE
K07785.01,5232.0,156.0,-156.0,4.519,0.096,-0.168,-0.32,0.35,-0.3,0.777,0.126,-0.094,0.727,0.116,-0.05,294.62714,41.933182,14.546,15.245,14.512,14.247,14.122,13.07,12.596,12.51,0.39,19.64178,3.6e-05,41.93312,0.0003,-1.2,1.4,-0.2,1.1,0.00071,0.00097,0.00024,0.00077,0.05,0.32,-0.26,0.28,0.26,0.29,0.0,0.32,-0.21,0.28,0.21,0.28,CANDIDATE
K03864.02,5014.0,100.0,-100.0,4.559,0.044,-0.032,-0.1,0.15,-0.15,0.756,0.039,-0.043,0.756,0.051,-0.032,293.34497,39.257809,12.914,13.636,12.856,12.604,12.452,11.489,11.013,10.915,0.4638,19.55635,1.5e-05,39.25793,0.00017,0.74,0.64,0.44,0.63,-5.9999999999999995e-05,0.00025,-6.5e-05,8.5e-05,-0.15,0.27,0.31,0.3,0.35,0.34,-0.08,0.25,0.06,0.3,0.1,0.32,CANDIDATE
K03722.01,5354.8,172.2,-165.6,4.5696,0.059800000000000006,-0.10959999999999999,-0.36,0.27999999999999997,-0.3,0.7604,0.1262,-0.0736,0.7868,0.0772,-0.071,291.88754,44.345619,15.366,15.969,15.323,15.108,14.987,14.049,13.65,13.669,0.0,19.45918003,2.9e-07,44.3456195,2e-06,0.414,0.011,-0.0017,0.0073,0.0025,0.0036,-0.0011,0.0051,-0.065,0.067,0.026,0.068,0.07,0.067,-0.024,0.067,-0.018,0.067,0.03,0.067,CANDIDATE
K03801.01,5672.0,76.0,-76.0,4.252,0.162,-0.108,0.1,0.15,-0.15,1.22,0.191,-0.212,0.969,0.074,-0.061,295.20694,45.09819,15.999,16.577,15.928,15.752,15.665,14.725,14.314,14.188,0.496,19.6804587,4.6e-06,45.098101,5.2e-05,-0.13,0.18,-0.32,0.19,-0.0008,0.0043,0.0011,0.0058,0.036,0.074,-0.043,0.081,0.056,0.086,-0.003,0.07,-0.13,0.1,0.13,0.1,CANDIDATE
K07791.01,3287.0,117.0,-78.0,0.114,0.208,-0.052,-0.1,0.25,-0.15,152.969,9.192,-27.576,1.11,0.207,-0.128,295.43973,42.209061,10.028,13.479,11.077,8.549,6.702,4.097,3.014,2.311,0.509,19.695941,6.1e-05,42.20915,0.0005,-1.6,2.4,0.3,1.8,0.00029,0.00045,-4e-05,0.00033,-2.4,2.2,-3.22,0.36,4.0,1.3,-2.2,1.4,-4.256,0.067,4.77,0.63,CANDIDATE
K00416.03,5176.0,102.0,-102.0,4.612,0.016,-0.06,-0.18,0.15,-0.15,0.738,0.054,-0.031,0.826,0.035,-0.069,286.86548,41.989079,14.29,14.922,14.223,14.019,13.908,12.853,12.488,12.301,0.008,19.124343,3e-05,41.98953,0.00033,-0.9,1.2,1.6,1.2,0.00013,0.00014,-0.00021,0.00013,0.65,0.72,1.0,1.2,1.2,1.1,0.48,0.72,0.7,1.2,0.8,1.1,CANDIDATE
K07798.01,6450.0,153.0,-211.0,4.386,0.065,-0.208,-0.08,0.25,-0.3,1.155,0.389,-0.13,1.183,0.169,-0.152,293.17212,42.483238,14.706,15.084,14.668,14.544,14.525,13.683,13.471,13.414,0.011,19.544895,4.6e-05,42.48301,0.00042,3.5,1.8,-0.8,1.5,-0.00094,0.00049,0.00025,0.00041,0.31,0.54,-2.09,0.6,2.11,0.6,0.3,0.54,-2.11,0.6,2.13,0.6,CANDIDATE
K03880.01,6438.0,181.0,-227.0,4.33,0.108,-0.201,-0.26,0.25,-0.3,1.166,0.357,-0.192,1.054,0.193,-0.113,288.86737,39.264961,10.762,11.082,10.759,11.837,11.7684,9.792,9.579,9.549,0.015,19.2578334,4.9e-06,39.264845,7e-05,0.39,0.21,-0.42,0.25,-1e-05,1.5e-05,2.9e-05,1.9e-05,-0.11,0.48,0.38,0.69,0.4,0.68,0.06,0.44,0.3,0.63,0.31,0.62,CANDIDATE
K03810.01,3644.0,40.0,-51.0,4.871,0.033,-0.033,-0.3,0.1,-0.1,0.389,0.028,-0.031,0.412,0.029,-0.035,283.7504,41.08601,16.758,18.273,16.865,16.109,15.692,14.425,13.817,13.557,0.0,18.9166889,1.9e-06,41.085989,1.8e-05,-0.152,0.079,-0.074,0.066,0.005,0.03,0.007,0.04,-0.132,0.068,0.076,0.069,0.152,0.068,-0.272,0.068,0.238,0.069,0.361,0.068,CANDIDATE
K03811.01,5631.0,84.0,-67.0,4.212,0.188,-0.101,0.07,0.15,-0.15,1.263,0.2,-0.245,0.947,0.08,-0.047,286.15311,39.714901,13.906,14.429,13.864,13.681,13.58,12.64,12.259,12.166,0.049,19.0768736,4.6e-06,39.714994,5.5e-05,0.01,0.19,0.34,0.2,-0.0004,0.0019,-0.001,0.0023,-0.088,0.081,0.11,0.12,0.14,0.1,-0.097,0.098,0.21,0.12,0.23,0.11,CANDIDATE
K02004.03,5700.0,114.0,-114.0,4.327,0.103,-0.115,0.34,0.1,-0.15,1.176,0.182,-0.149,1.071,0.066,-0.066,288.64627,50.788979,13.351,13.818,13.268,13.15,13.05,12.174,11.872,11.803,0.773,19.243101,4.4e-05,50.78899,0.0005,0.6,1.5,0.0,1.8,-1.4e-05,4e-05,1.5e-05,4.8e-05,-1.6,0.68,0.08,0.77,1.6,0.68,-1.64,0.76,0.11,0.78,1.64,0.77,CANDIDATE
K03815.01,6161.0,193.0,-258.0,4.454,0.054,-0.229,0.07,0.25,-0.3,1.053,0.357,-0.119,1.15,0.153,-0.153,286.50876,41.922741,15.432,15.894,15.378,15.235,15.208,14.31,14.013,14.063,0.0,19.1005465,1.1e-06,41.922506,1.1e-05,-1.536,0.044,-0.843,0.041,-0.0025,0.00085,-0.0013,0.0011,2.67,0.13,1.54,0.12,3.08,0.16,-0.052,0.074,0.117,0.084,0.128,0.083,CANDIDATE
K03891.01,5258.0,159.0,-159.0,3.597,0.968,-0.242,-0.42,0.3,-0.25,2.78,1.089,-2.022,1.115,0.2,-0.3,296.15601,44.92009,13.731,14.455,13.707,13.421,13.266,12.295,11.761,11.668,0.0,19.7437762,1.2e-06,44.9193883,9.8e-06,1.585,0.046,-2.526,0.035,0.000107,5.8e-05,-0.000113,7.1e-05,-1.43,0.63,-0.28,0.55,1.46,0.69,-0.92,0.23,-0.55,0.88,1.07,0.53,CANDIDATE
K03741.02,6432.0,155.0,-214.0,4.207,0.19,-0.171,-0.34,0.25,-0.3,1.345,0.382,-0.313,1.06,0.177,-0.133,300.33237,44.986141,13.306,13.669,13.274,13.151,13.11,12.309,12.101,12.058,0.0862,20.022242,4.6e-05,44.98601,0.00036,3.2,1.7,-0.5,1.3,-0.00046080000000000003,0.0014198000000000001,0.00021979999999999995,0.001882,7.7,1.3,0.3,0.2,7.7,1.3,7.7,1.1,0.25,0.22,7.7,1.1,CANDIDATE
